time
7
3
9
3
9
1
9
1
9
3
9
1
2
7
3
9
3
9
1
9
9
1
9
1
9
2
2
1
9
1
9
1
9
1
9
1
9
2
2
1
9
1
9
1
9
1
9
1
9
2
2
3
1
9
1
9
1
9
1
2
7
1
9
1
9
1
9
3
9
1
9
3
9
1
9
1
9
3
2
2
3
3
2
1
3
2
2
3
3
1
2
3
9
1
9
2
1
9
1
9
1
9
1
9
1
10
1
9
1
9
1
10
1
9
1
10
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
2
2
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
2
4
2
2
1
2
8
2
1
9
1
10
1
9
1
2
7
1
2
7
2
1
9
1
9
1
9
2
1
2
7
1
9
1
2
7
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
2
7
1
9
1
9
2
2
1
9
2
1
9
2
1
15
1
9
1
9
1
9
1
10
2
1
9
2
1
9
1
9
2
2
1
9
1
9
1
9
2
2
1
9
2
4
2
1
1
2
3
2
2
1
1
9
1
10
1
9
2
1
9
2
1
9
1
12
1
9
1
2
8
1
9
1
9
1
9
1
9
1
9
2
1
2
7
2
1
9
1
9
2
2
1
9
1
9
2
1
9
1
9
3
2
3
1
9
1
9
1
9
3
1
9
1
9
1
9
1
9
1
9
3
1
9
3
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
2
2
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
2
7
1
9
1
9
1
9
1
9
1
9
1
9
2
2
1
9
1
9
1
9
9
1
1
1
9
1
2
7
1
9
1
9
1
9
2
1
9
2
1
9
1
9
1
9
1
9
2
2
1
9
1
9
2
3
3
2
1
1
9
1
9
2
3
3
1
9
1
9
1
9
3
2
2
1
9
2
3
2
2
1
9
2
4
2
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
2
2
1
9
1
9
1
9
1
9
1
9
1
9
2
1
9
1
9
1
9
2
2
1
9
1
9
2
1
9
1
9
2
2
1
9
1
9
2
2
1
9
1
9
2
1
9
1
11
1
9
1
9
2
2
1
9
1
9
1
9
2
9
3
3
3
3
1
1
9
1
2
7
1
9
1
9
1
9
1
9
2
1
9
2
1
9
1
2
7
2
2
2
2
2
1
9
1
9
2
1
9
3
1
9
1
9
2
2
4
2
2
1
9
1
9
1
9
2
1
9
2
1
7
1
2
7
2
2
1
9
1
9
1
9
1
9
1
9
1
9
2
1
9
1
9
1
11
1
9
1
9
1
10
1
9
1
9
1
9
1
9
2
2
1
9
1
10
1
9
1
9
1
9
1
9
1
2
9
1
9
1
9
1
9
1
2
7
1
9
1
9
2
2
1
9
1
9
1
9
2
1
2
7
2
1
9
1
9
2
3
2
1
9
2
1
9
5
3
1
9
2
1
1
9
1
9
1
9
1
9
1
2
10
1
9
1
10
1
9
1
9
1
9
2
1
9
3
1
9
1
9
1
10
1
9
2
2
2
2
2
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
1
9
2
2
2
2
2
2
1
9
1
9
1
9
1
9
1
9
1
9
