业务ID,apply_time,opertime_min,opertime_max,min_begin,max_begin
22363,39810,39954,40405,144,595
22364,39810,39955,40568,145,758
22365,39810,39959,40459,149,649
22366,39810,40005,40423,195,613
22367,39810,40007,40576,197,766
22368,39810,40033,40435,223,625
22369,39810,40048,40439,238,629
22370,39870,40055,40581,185,711
22371,39870,40063,40458,193,588
22372,39870,40074,40588,204,718
22373,39870,40081,40484,211,614
22374,39870,40084,40467,214,597
22375,39930,40085,41110,155,1180
22376,39930,40091,40609,161,679
22377,39930,40096,40616,166,686
22378,39930,40123,40617,193,687
22379,39930,40130,40518,200,588
22380,39990,40131,40624,141,634
22381,39990,40144,40532,154,542
22382,39990,40149,40619,159,629
22383,39990,40153,40623,163,633
22384,39990,40161,40624,171,634
22385,40050,40165,40565,115,515
22386,40050,40183,40628,133,578
22387,40050,40188,40626,138,576
22388,40050,40194,40610,144,560
22389,40050,40195,40628,145,578
22390,40050,40201,40605,151,555
22391,40050,40205,40621,155,571
22392,40050,40213,40625,163,575
22393,40050,40217,40628,167,578
22394,40110,40220,40675,110,565
22395,40170,40226,40640,56,470
22396,40170,40228,40678,58,508
22397,40170,40235,40682,65,512
22398,40170,40250,40662,80,492
22399,40170,40252,40688,82,518
22400,40170,40257,40678,87,508
22401,40230,40266,40794,36,564
22402,40230,40271,40797,41,567
22403,40230,40276,40798,46,568
22404,40230,40280,40704,50,474
22405,40230,40282,40704,52,474
22406,40230,40284,40841,54,611
22407,40290,40290,40713,0,423
22408,40290,40291,40713,1,423
22409,40290,40292,40832,2,542
22410,40290,40296,40838,6,548
22411,40290,40302,40838,12,548
22412,40290,40307,40846,17,556
22413,40350,40352,40745,2,395
22414,40350,40359,40819,9,469
22415,40350,40362,40850,12,500
22416,40350,40372,40760,22,410
22417,40350,40376,40760,26,410
22418,40350,40378,40765,28,415
22419,40350,40389,40845,39,495
22420,40410,40414,40887,4,477
22421,40410,40630,40874,220,464
22422,40470,40661,40913,191,443
22423,40470,40667,40910,197,440
22424,40470,40678,40926,208,456
22425,40470,40681,40965,211,495
22426,40530,40687,40970,157,440
22427,40530,40702,40997,172,467
22428,40590,40709,40991,119,401
22429,40590,40722,41003,132,413
22430,40650,40764,41002,114,352
22431,40650,40768,41004,118,354
22432,40710,40776,41039,66,329
22433,40710,40785,41019,75,309
22434,40710,40807,41018,97,308
22435,40710,40818,41029,108,319
22436,40710,40822,42030,112,1320
22437,40710,40863,41072,153,362
22438,40770,40874,41154,104,384
22439,40770,40881,41194,111,424
22440,40770,40888,41225,118,455
22441,40770,40895,41228,125,458
22442,40830,40897,41232,67,402
22443,40830,40898,41236,68,406
22444,40830,40899,41256,69,426
22445,40830,40905,41335,75,505
22446,40830,40912,41320,82,490
22447,40890,40935,41355,45,465
22448,40890,40943,42140,53,1250
22449,40890,40949,41528,59,638
22450,40890,40954,41459,64,569
22451,40890,40957,41534,67,644
22452,40890,40959,41732,69,842
22453,40890,40966,41758,76,868
22454,40890,40968,41956,78,1066
22455,40890,40974,41965,84,1075
22456,40890,40980,41911,90,1021
22457,40950,40983,41909,33,959
22458,40950,40985,41918,35,968
22459,41010,41232,41924,222,914
22460,41010,41238,41918,228,908
22461,41010,41411,42038,401,1028
22462,41010,41247,41950,237,940
22463,41070,41267,41955,197,885
22464,41070,41271,42320,201,1250
22465,41130,41287,42328,157,1198
22466,41130,41289,42333,159,1203
22467,41130,41294,42344,164,1214
22468,41190,41316,42346,126,1156
22469,41190,41330,42356,140,1166
22470,41190,41335,42092,145,902
22471,41190,41348,42358,158,1168
22472,41190,41353,42356,163,1166
22473,41190,41374,42361,184,1171
22474,41250,41484,42151,234,901
22475,41250,41381,42363,131,1113
22476,41250,41390,42154,140,904
22477,41250,41398,42366,148,1116
22478,41250,41422,42169,172,919
22479,41310,41423,42366,113,1056
22480,41310,41435,42198,125,888
22481,41310,41443,42370,133,1060
22482,41310,41525,42224,215,914
22483,41370,41446,42386,76,1016
22484,41370,41455,42378,85,1008
22485,41370,41462,42380,92,1010
22486,41370,41463,42385,93,1015
22487,41370,41468,42261,98,891
22488,41370,41474,42393,104,1023
22489,41370,41479,42297,109,927
22490,41370,41484,42389,114,1019
22491,41370,41492,42290,122,920
22492,41430,41497,42393,67,963
22493,41430,41500,42419,70,989
22494,41430,41508,42306,78,876
22495,41490,41517,42319,27,829
22496,41490,41522,42405,32,915
22497,41490,41530,42324,40,834
22498,41490,41539,42396,49,906
22499,41490,41561,42341,71,851
22500,41490,41570,42340,80,850
22501,41490,41572,42400,82,910
22502,41550,41580,42406,30,856
22503,41550,41583,42412,33,862
22504,41550,41600,42424,50,874
22505,41610,41604,42450,-6,840
22506,41610,41625,42415,15,805
22507,41610,41647,42432,37,822
22508,41610,41630,42466,20,856
22509,41610,41642,42439,32,829
22510,41610,41647,42442,37,832
22511,41670,41656,42534,-14,864
22512,41670,41667,42466,-3,796
22513,41670,41689,42460,19,790
22514,41670,41699,42479,29,809
22515,41670,41708,42577,38,907
22516,41670,41715,42486,45,816
22517,41730,41718,42527,-12,797
22518,41730,41727,42503,-3,773
22519,41730,41729,42514,-1,784
22520,41730,41741,42550,11,820
22521,41730,41750,42539,20,809
22522,41730,41754,42632,24,902
22523,41730,41760,42635,30,905
22524,41790,41769,42637,-21,847
22525,41790,41782,42585,-8,795
22526,41790,41785,42652,-5,862
22527,41790,41795,42645,5,855
22528,41790,41805,42721,15,931
22529,41790,41819,42724,29,934
22530,41790,41827,42642,37,852
22531,41850,41829,42650,-21,800
22532,41850,41831,42650,-19,800
22533,41850,41970,42730,120,880
22534,41850,41989,42731,139,881
22535,41850,42013,42737,163,887
22536,41850,42040,42735,190,885
22537,41910,42049,42691,139,781
22538,41910,42061,42741,151,831
22539,41910,42065,42697,155,787
22540,41970,42091,42697,121,727
22541,41970,42106,42750,136,780
22542,41970,42136,42759,166,789
22543,41970,42153,42718,183,748
22544,41970,42194,42763,224,793
22545,42030,42210,42840,180,810
22546,42030,42224,42751,194,721
22547,42030,42247,43500,217,1470
22548,42030,42262,42845,232,815
22549,42090,42264,42793,174,703
22550,42090,42266,43770,176,1680
22551,42090,42268,42847,178,757
22552,42090,42275,43790,185,1700
22553,42090,42279,42856,189,766
22554,42150,42281,42858,131,708
22555,42150,42284,43102,134,952
22556,42150,42287,43095,137,945
22557,42150,42291,42898,141,748
22558,42150,42291,42906,141,756
22559,42150,42293,43102,143,952
22560,42210,42296,42934,86,724
22561,42210,42297,42934,87,724
22562,42210,42298,42942,88,732
22563,42210,42299,43108,89,898
22564,42210,42303,43107,93,897
22565,42270,42315,43111,45,841
22566,42270,42319,43006,49,736
22567,42270,42324,43112,54,842
22568,42330,42328,43163,-2,833
22569,42330,42341,43033,11,703
22570,42390,42378,43117,-12,727
22571,42390,42405,43119,15,729
22572,42390,42417,43122,27,732
22573,42390,42447,43212,57,822
22574,42450,42570,43145,120,695
22575,42450,42580,43293,130,843
22576,42510,42586,43223,76,713
22577,42510,42588,43218,78,708
22578,42510,42597,43216,87,706
22579,42510,42599,43345,89,835
22580,42510,42605,43231,95,721
22581,42510,42607,43333,97,823
22582,42570,42615,43335,45,765
22583,42570,42625,43257,55,687
22584,42570,42627,43263,57,693
22585,42570,42628,43263,58,693
22586,42570,42629,43267,59,697
22587,42570,42633,43272,63,702
22588,42570,42634,43414,64,844
22589,42630,42646,43345,16,715
22590,42630,42653,43305,23,675
22591,42630,42654,43306,24,676
22592,42630,42656,43348,26,718
22593,42630,42660,43329,30,699
22594,42630,42662,43369,32,739
22595,42630,42666,44040,36,1410
22596,42630,42667,43445,37,815
22597,42630,42674,43378,44,748
22598,42630,42675,43416,45,786
22599,42630,42680,43421,50,791
22600,42630,42685,43562,55,932
22601,42690,42689,43459,-1,769
22602,42690,42694,43482,4,792
22603,42690,42711,43462,21,772
22604,42750,42850,43494,100,744
22605,42750,42864,43569,114,819
22606,42750,42879,43508,129,758
22607,42750,42882,43581,132,831
22608,42750,42904,43591,154,841
22609,42810,42912,43596,102,786
22610,42810,42944,43539,134,729
22611,42810,42948,43540,138,730
22612,42810,42959,43600,149,790
22613,42810,42987,43649,177,839
22614,42810,43000,43629,190,819
22615,42870,43011,43622,141,752
22616,42870,43018,43655,148,785
22617,42870,43028,43658,158,788
22618,42870,43348,43378,478,508
22619,42930,43035,43662,105,732
22620,42930,43043,43684,113,754
22621,42930,43065,43671,135,741
22622,42930,43081,43668,151,738
22623,42930,43084,43737,154,807
22624,42930,43101,43740,171,810
22625,42990,43126,43716,136,726
22626,42990,43143,43700,153,710
22627,42990,43146,43744,156,754
22628,42990,43154,43838,164,848
22629,43050,43164,43747,114,697
22630,43050,43175,43840,125,790
22631,43110,43189,43761,79,651
22632,43110,43194,43765,84,655
22633,43170,43197,43761,27,591
22634,43170,43225,43849,55,679
22635,43170,43232,43847,62,677
22636,43170,43238,43784,68,614
22637,43170,43242,43787,72,617
22638,43170,43244,43814,74,644
22639,43170,43247,43793,77,623
22640,43170,43251,43848,81,678
22641,43230,43260,43820,30,590
22642,43230,43262,43820,32,590
22643,43230,43265,43825,35,595
22644,43230,43267,43861,37,631
22645,43290,43345,43837,55,547
22646,43290,43348,43944,58,654
22647,43290,43356,43948,66,658
22648,43290,43364,43970,74,680
22649,43290,43376,43870,86,580
22650,43290,43420,43955,130,665
22651,43290,43444,43958,154,668
22652,43290,43457,44780,167,1490
22653,43290,43460,43961,170,671
22654,43290,43465,43903,175,613
22655,43350,43468,43976,118,626
22656,43350,43478,43969,128,619
22657,43350,43484,43913,134,563
22658,43350,43486,43914,136,564
22659,43350,43490,43972,140,622
22660,43410,43501,43921,91,511
22661,43410,43504,43948,94,538
22662,43410,43506,43984,96,574
22663,43410,43513,43979,103,569
22664,43410,43520,44003,110,593
22665,43410,43527,43954,117,544
22666,43470,43531,43986,61,516
22667,43470,43541,43990,71,520
22668,43470,43556,44004,86,534
22669,43470,43572,44041,102,571
22670,43470,43592,44001,122,531
22671,43530,43597,44050,67,520
22672,43530,43607,44062,77,532
22673,43590,43617,44018,27,428
22674,43590,43619,44017,29,427
22675,43590,43622,44023,32,433
22676,43590,43624,44071,34,481
22677,43590,43630,44092,40,502
22678,43590,43630,44105,40,515
22679,43650,43637,44080,-13,430
22680,43650,43845,44097,195,447
22681,43710,43868,44061,158,351
22682,43710,43872,44127,162,417
22683,43710,43885,44078,175,368
22684,43710,43890,44069,180,359
22685,43710,43895,44110,185,400
22686,43710,43906,44079,196,369
22687,43710,43908,45040,198,1330
22688,43770,43912,44118,142,348
22689,43770,43925,44100,155,330
22690,43770,43930,44094,160,324
22691,43770,43930,44128,160,358
22692,43770,43937,44108,167,338
22693,43830,43941,44104,111,274
22694,43830,43943,44107,113,277
22695,43830,43946,44106,116,276
22696,43830,43949,44146,119,316
22697,43830,43954,44148,124,318
22698,43830,43966,44126,136,296
22699,43890,43966,44157,76,267
22700,43950,43971,44177,21,227
22701,43950,43981,44143,31,193
22702,43950,43985,44173,35,223
22703,43950,43999,44198,49,248
22704,43950,44033,44253,83,303
22705,43950,44044,44189,94,239
22706,43950,44051,44204,101,254
22707,43950,44061,44244,111,294
22708,43950,44068,44240,118,290
22709,44010,44069,44248,59,238
22710,44010,44078,44256,68,246
22711,44070,44081,44257,11,187
22712,44070,44088,44270,18,200
22713,44070,44094,44266,24,196
22714,44070,44097,44264,27,194
22715,44070,44097,44273,27,203
22716,44070,44106,44276,36,206
22717,44190,44203,44321,13,131
22718,44190,44208,44322,18,132
22719,44190,44210,44467,20,277
22720,44190,44213,44321,23,131
22721,44190,44217,44324,27,134
22722,44250,44236,45240,-14,990
22723,44250,44240,44336,-10,86
22724,44250,44241,44325,-9,75
22725,44310,44310,44394,0,84
22726,44310,44336,44397,26,87
22727,44370,44345,44432,-25,62
22728,44370,44357,44445,-13,75
22729,44370,44376,44554,6,184
22730,44370,44398,44469,28,99
22731,44430,44415,44470,-15,40
22732,44490,44470,44500,-20,10
22733,44490,44485,44558,-5,68
22734,44490,44490,44683,0,193
22735,44490,44506,44687,16,197
22736,44550,44529,44715,-21,165
22737,44610,44630,44722,20,112
22738,44670,44647,44801,-23,131
22739,44670,44684,44749,14,79
22740,44670,44671,44784,1,114
22741,44670,44691,44787,21,117
22742,44670,44695,44807,25,137
22743,44670,44698,44794,28,124
22744,44730,44737,44828,7,98
22745,44790,44788,44857,-2,67
22746,44790,44802,44880,12,90
22747,44790,44807,44862,17,72
22748,44850,44849,44917,-1,67
22749,44850,44856,44889,6,39
22750,44850,44861,44929,11,79
22751,44850,44868,44916,18,66
22752,44910,44946,45037,36,127
22753,44970,44953,45082,-17,112
22754,44970,44958,45073,-12,103
22755,44970,44961,45101,-9,131
22756,44970,45015,45116,45,146
22757,45030,45054,45128,24,98
22758,45090,45073,45150,-17,60
22759,45090,45094,45188,4,98
22760,45090,45096,45165,6,75
22761,45150,45139,45221,-11,71
22762,45150,45145,45243,-5,93
22763,45150,45154,45246,4,96
22764,45210,45202,45284,-8,74
22765,45210,45208,45287,-2,77
22766,45210,45213,45306,3,96
22767,45210,45220,45300,10,90
22768,45270,45302,45368,32,98
22769,45330,45324,45381,-6,51
22770,45330,45349,45380,19,50
22771,45450,45448,45536,-2,86
22772,45450,45475,45550,25,100
22773,45510,45494,45556,-16,46
22774,45570,45578,45616,8,46
22775,45630,45640,45689,10,59
22776,45690,45667,45818,-23,128
22777,45690,45678,45835,-12,145
22778,45690,45692,45839,2,149
22779,45690,45699,45849,9,159
22780,45690,45709,45967,19,277
22781,45690,45713,45970,23,280
22782,45750,45768,45878,18,128
22783,45750,45772,45973,22,223
22784,45750,45779,45898,29,148
22785,45810,45785,45911,-25,101
22786,45810,45793,45913,-17,103
22787,45810,45797,46940,-13,1130
22788,45810,45817,45997,7,187
22789,45870,45920,46013,50,143
22790,45870,45926,46099,56,229
22791,45870,45947,46046,77,176
22792,45930,45952,46102,22,172
22793,45930,45959,46104,29,174
22794,45990,46073,46237,83,247
22795,46050,46089,46253,39,203
22796,46050,46096,46264,46,214
22797,46050,46102,46284,52,234
22798,46050,46109,46297,59,247
22799,46050,46115,46295,65,245
22800,46050,46116,46313,66,263
22801,46050,46122,46329,72,279
22802,46110,46129,46343,19,233
22803,46170,46225,46387,55,217
22804,46170,46234,46468,64,298
22805,46170,46246,46481,76,311
22806,46170,46252,46491,82,321
22807,46170,46262,46499,92,329
22808,46170,46275,46506,105,336
22809,46230,46283,46522,53,292
22810,46230,46286,46566,56,336
22811,46230,46284,46525,54,295
22812,46230,46291,46535,61,305
22813,46230,46299,47310,69,1080
22814,46230,46310,46557,80,327
22815,46290,46333,46563,43,273
22816,46410,46391,46621,-19,211
22817,46410,46410,46625,0,215
22818,46410,46425,46631,15,221
22819,46410,46437,46592,27,182
22820,46470,46595,46686,125,216
22821,46470,46595,46716,125,246
22822,46530,46599,47139,69,609
22823,46530,46603,46750,73,220
22824,46530,46605,47142,75,612
22825,46530,46610,47145,80,615
22826,46590,46613,47148,23,558
22827,46590,46618,47151,28,561
22828,46590,46620,46834,30,244
22829,46650,46697,46861,47,211
22830,46710,46702,47154,-8,444
22831,46710,46707,46904,-3,194
22832,46710,46708,46926,-2,216
22833,46710,46715,47157,5,447
22834,46710,46725,46970,15,260
22835,46710,46727,47003,17,293
22836,46710,46729,47161,19,451
22837,46710,46737,47173,27,463
22838,46710,46742,47028,32,318
22839,46770,46744,47176,-26,406
22840,46770,46752,47179,-18,409
22841,46770,46771,47211,1,441
22842,46770,46782,47218,12,448
22843,46770,46784,47225,14,455
22844,46830,46837,47232,7,402
22845,46830,46861,47267,31,437
22846,46890,46869,47283,-21,393
22847,46890,46885,47313,-5,423
22848,46890,47104,47402,214,512
22849,46890,47117,47527,227,637
22850,46950,47120,47461,170,511
22851,46950,47136,47468,186,518
22852,46950,47139,47530,189,580
22853,46950,47154,47546,204,596
22854,47010,47170,47564,160,554
22855,47010,47179,47573,169,563
22856,47070,47191,47577,121,507
22857,47070,47213,47581,143,511
22858,47070,47238,47599,168,529
22859,47070,47270,47629,200,559
22860,47130,47248,48260,118,1130
22861,47130,47256,47650,126,520
22862,47190,47273,47659,83,469
22863,47190,47290,47664,100,474
22864,47190,47294,47827,104,637
22865,47190,47308,47675,118,485
22866,47190,47319,47699,129,509
22867,47250,47336,47830,86,580
22868,47310,47346,47833,36,523
22869,47310,47355,47730,45,420
22870,47310,47357,47710,47,400
22871,47310,47362,47711,52,401
22872,47310,47365,48410,55,1100
22873,47370,47409,47727,39,357
22874,47370,47424,47728,54,358
22875,47430,47434,47733,4,303
22876,47430,47448,47733,18,303
22877,47490,47494,47875,4,385
22878,47490,47510,47744,20,254
22879,47490,47533,47883,43,393
22880,47550,47574,47886,24,336
22881,47550,47578,47890,28,340
22882,47610,47600,47894,-10,284
22883,47610,47608,47897,-2,287
22884,47610,47635,47811,25,201
22885,47610,47639,47806,29,196
22886,47610,47641,47806,31,196
22887,47670,47736,47910,66,240
22888,47670,47786,47956,116,286
22889,47670,47811,48187,141,517
22890,47670,47824,48201,154,531
22891,47730,47830,48208,100,478
22892,47790,47842,48224,52,434
22893,47850,47857,48229,7,379
22894,47850,47861,48247,11,397
22895,47850,47878,48260,28,410
22896,47910,47895,48279,-15,369
22897,47910,47902,48285,-8,375
22898,47910,47912,48304,2,394
22899,47910,47928,48316,18,406
22900,47910,47933,48362,23,452
22901,47910,47951,48396,41,486
22902,47970,47954,48408,-16,438
22903,47970,47969,48431,-1,461
22904,47970,47988,48446,18,476
22905,47970,48065,48462,95,492
22906,48030,48070,48468,40,438
22907,48030,48072,48528,42,498
22908,48030,48078,48492,48,462
22909,48030,48079,48531,49,501
22910,48090,48088,48543,-2,453
22911,48090,48094,48705,4,615
22912,48090,48098,48709,8,619
22913,48090,48103,48712,13,622
22914,48090,48112,48599,22,509
22915,48090,48115,48600,25,510
22916,48090,48117,48604,27,514
22917,48090,48123,48714,33,624
22918,48090,48134,48621,44,531
22919,48150,48195,48622,45,472
22920,48150,48197,48668,47,518
22921,48210,48200,48715,-10,505
22922,48210,48209,49710,-1,1500
22923,48210,48536,48808,326,598
22924,48210,48541,48847,331,637
22925,48210,48544,48721,334,511
22926,48210,48549,48869,339,659
22927,48210,48553,48879,343,669
22928,48210,48557,48924,347,714
22929,48270,48561,48974,291,704
22930,48270,48565,48953,295,683
22931,48330,48569,48953,239,623
22932,48330,48570,48970,240,640
22933,48330,48574,49066,244,736
22934,48390,48574,49990,184,1600
22935,48390,48576,48817,186,427
22936,48390,48577,49021,187,631
22937,48390,48582,49059,192,669
22938,48450,48586,48856,136,406
22939,48450,48590,49044,140,594
22940,48450,48593,49067,143,617
22941,48450,48594,49073,144,623
22942,48510,48595,49116,85,606
22943,48510,48597,49118,87,608
22944,48510,48599,50090,89,1580
22945,48570,48602,49133,32,563
22946,48570,48604,49145,34,575
22947,48630,48614,49173,-16,543
22948,48630,48734,49154,104,524
22949,48690,48735,49168,45,478
22950,48690,48737,49230,47,540
22951,48750,48744,48952,-6,202
22952,48750,48787,49198,37,448
22953,48750,48792,49235,42,485
22954,48810,48793,49243,-17,433
22955,48810,48859,49257,49,447
22956,48810,48863,49261,53,451
22957,48870,48868,50270,-2,1400
22958,48870,48870,49288,0,418
22959,48870,48877,49301,7,431
22960,48870,48889,49320,19,450
22961,48870,48902,49326,32,456
22962,48870,48905,49323,35,453
22963,48930,49028,49340,98,410
22964,48930,49029,49339,99,409
22965,48930,49035,49347,105,417
22966,48930,49038,49369,108,439
22967,48930,49039,49361,109,431
22968,48930,49042,49363,112,433
22969,48990,49047,49398,57,408
22970,48990,49048,49379,58,389
22971,48990,49051,49428,61,438
22972,48990,49055,49403,65,413
22973,49050,49058,49413,8,363
22974,49050,49061,49264,11,214
22975,49050,49064,49422,14,372
22976,49050,49192,50430,142,1380
22977,49110,49197,49440,87,330
22978,49110,49198,49452,88,342
22979,49170,49202,49461,32,291
22980,49170,49204,49489,34,319
22981,49170,49204,49476,34,306
22982,49230,49238,49488,8,258
22983,49230,49240,49493,10,263
22984,49230,49289,49490,59,260
22985,49230,49292,49492,62,262
22986,49290,49301,49373,11,83
22987,49290,49304,49595,14,305
22988,49290,49311,49506,21,216
22989,49350,49368,49518,18,168
22990,49350,49371,49513,21,163
22991,49410,49411,49518,1,108
22992,49470,49466,49583,-4,113
22993,49470,49494,49620,24,150
22994,49530,49518,49601,-12,71
22995,49530,49519,49609,-11,79
22996,49530,49523,49608,-7,78
22997,49530,49528,49619,-2,89
22998,49530,49531,49686,1,156
22999,49530,49533,49665,3,135
23000,49530,49534,49619,4,89
23001,49530,49535,49626,5,96
23002,49530,49567,49626,37,96
23003,49530,49556,49650,26,120
23004,49590,49589,49636,-1,46
23005,49650,49634,49683,-16,33
23006,49650,49648,49730,-2,80
23007,49650,49651,50670,1,1020
23008,49650,49653,49703,3,53
23009,49650,49668,49744,18,94
23010,49650,49684,49768,34,118
23011,49710,49693,49776,-17,66
23012,49710,49699,49782,-11,72
23013,49710,49703,49796,-7,86
23014,49710,49705,49798,-5,88
23015,49710,49705,49812,-5,102
23016,49710,49709,49821,-1,111
23017,49770,49781,49905,11,135
23018,49770,49787,49853,17,83
23019,49770,49788,49871,18,101
23020,49770,49789,49908,19,138
23021,49770,49813,49880,43,110
23022,49830,49816,49909,-14,79
23023,49830,49832,50050,2,220
23024,49830,49837,50054,7,224
23025,49830,49843,50890,13,1060
23026,49830,49847,50062,17,232
23027,49830,49852,50065,22,235
23028,49890,49910,50069,20,179
23029,49890,49918,50138,28,248
23030,49950,49966,50143,16,193
23031,49950,49967,50980,17,1030
23032,49950,49974,50153,24,203
23033,49950,49996,50228,46,278
23034,49950,50037,50163,87,213
23035,50010,50039,50180,29,170
23036,50010,50010,50179,0,169
23037,50010,50023,50178,13,168
23038,50010,50034,50182,24,172
23039,50010,50044,50219,34,209
23040,50070,50070,50227,0,157
23041,50070,50082,50230,12,160
23042,50070,50101,50209,31,139
23043,50070,50109,50297,39,227
23044,50130,50113,50242,-17,112
23045,50130,50120,50282,-10,152
23046,50130,50129,50236,-1,106
23047,50130,50151,50300,21,170
23048,50130,50156,50257,26,127
23049,50190,50200,50304,10,114
23050,50190,50218,50278,28,88
23051,50190,50220,50300,30,110
23052,50190,50229,50296,39,106
23053,50190,50237,50304,47,114
23054,50250,50240,50338,-10,88
23055,50250,50247,50319,-3,69
23056,50250,50292,50422,42,172
23057,50250,50297,50356,47,106
23058,50310,50302,50353,-8,43
23059,50310,50304,50389,-6,79
23060,50310,50333,50376,23,66
23061,50310,50345,50416,35,106
23062,50370,50351,50416,-19,46
23063,50370,50402,50440,32,70
23064,50370,50404,50447,34,77
23065,50430,50413,50513,-17,83
23066,50430,50421,50516,-9,86
23067,50430,50448,50520,18,90
23068,50430,50453,51470,23,1040
23069,50430,50457,50603,27,173
23070,50490,50467,50555,-23,65
23071,50490,50526,50606,36,116
23072,50490,50556,50610,66,120
23073,50490,50559,50614,69,124
23074,50490,50566,50717,76,227
23075,50550,50573,50638,23,88
23076,50550,50575,50721,25,171
23077,50550,50581,50661,31,111
23078,50610,50615,50781,5,171
23079,50610,50634,50761,24,151
23080,50610,50649,50879,39,269
23081,50610,50662,50882,52,272
23082,50610,50673,50885,63,275
23083,50610,50681,50802,71,192
23084,50610,50683,50807,73,197
23085,50610,50684,50888,74,278
23086,50610,50688,50822,78,212
23087,50670,50690,50891,20,221
23088,50670,50695,50958,25,288
23089,50730,50752,50916,22,186
23090,50730,50754,50919,24,189
23091,50730,50755,50934,25,204
23092,50730,50757,50939,27,209
23093,50730,50759,50952,29,222
23094,50730,50761,50967,31,237
23095,50790,50763,50988,-27,198
23096,50790,50824,50984,34,194
23097,50790,50834,51015,44,225
23098,50850,50863,51189,13,339
23099,50850,50868,51037,18,187
23100,50850,50871,51192,21,342
23101,50850,50878,51196,28,346
23102,50850,50885,51050,35,200
23103,50910,50888,51064,-22,154
23104,50910,50930,52050,20,1140
23105,50970,51064,51199,94,229
23106,50970,51069,51203,99,233
23107,50970,51079,51363,109,393
23108,51030,51095,51220,65,190
23109,51030,51097,51223,67,193
23110,51030,51098,51373,68,343
23111,51030,51105,51376,75,346
23112,51090,51108,51256,18,166
23113,51090,51110,51258,20,168
23114,51090,51111,51262,21,172
23115,51090,51113,52160,23,1070
23116,51150,51131,51266,-19,116
23117,51150,51133,51270,-17,120
23118,51150,51214,51549,64,399
23119,51150,51236,52240,86,1090
23120,51150,51290,51521,140,371
23121,51150,51293,51569,143,419
23122,51150,51299,51554,149,404
23123,51210,51301,51560,91,350
23124,51210,51303,51634,93,424
23125,51210,51311,51643,101,433
23126,51210,51320,51799,110,589
23127,51210,51328,51608,118,398
23128,51270,51335,51615,65,345
23129,51270,51337,51613,67,343
23130,51270,51339,52470,69,1200
23131,51270,51396,51646,126,376
23132,51270,51398,51822,128,552
23133,51330,51405,51824,75,494
23134,51330,51412,51672,82,342
23135,51330,51414,51828,84,498
23136,51330,51417,51695,87,365
23137,51390,51419,51832,29,442
23138,51450,51434,51715,-16,265
23139,51450,51436,51717,-14,267
23140,51450,51481,51721,31,271
23141,51450,51483,51721,33,271
23142,51450,51483,51835,33,385
23143,51450,51487,51839,37,389
23144,51510,51490,51765,-20,255
23145,51510,51515,51770,5,260
23146,51510,51516,51845,6,335
23147,51510,51522,51784,12,274
23148,51570,51701,51955,131,385
23149,51570,51730,51912,160,342
23150,51570,51748,51925,178,355
23151,51690,51752,52000,62,310
23152,51690,51859,51988,169,298
23153,51690,51756,52008,66,318
23154,51750,51773,52020,23,270
23155,51750,51792,52087,42,337
23156,51810,51798,52023,-12,213
23157,51810,51817,52026,7,216
23158,51810,51842,52127,32,317
23159,51810,51850,52060,40,250
23160,51810,51858,52127,48,317
23161,51810,51871,52068,61,258
23162,51810,51884,52077,74,267
23163,51870,51886,52080,16,210
23164,51870,51902,52119,32,249
23165,51870,51894,52162,24,292
23166,51870,51909,52178,39,308
23167,51870,51913,52176,43,306
23168,51870,51921,52199,51,329
23169,51930,51938,52302,8,372
23170,51930,51943,52217,13,287
23171,51930,51949,52315,19,385
23172,51930,51955,52311,25,381
23173,51930,51961,52247,31,317
23174,51990,51982,52319,-8,329
23175,51990,51993,52271,3,281
23176,51990,52004,52322,14,332
23177,52050,52037,52288,-13,238
23178,52050,52040,52292,-10,242
23179,52050,52043,52344,-7,294
23180,52050,52052,52423,2,373
23181,52050,52072,52497,22,447
23182,52050,52075,52503,25,453
23183,52110,52083,52507,-27,397
23184,52110,52093,52567,-17,457
23185,52110,52117,52528,7,418
23186,52110,52120,52461,10,351
23187,52110,52127,52538,17,428
23188,52170,52165,52542,-5,372
23189,52170,52192,52469,22,299
23190,52170,52194,52647,24,477
23191,52230,52251,52651,21,421
23192,52230,52255,52643,25,413
23193,52230,52257,52654,27,424
23194,52230,52263,52603,33,373
23195,52230,52266,52658,36,428
23196,52290,52271,52518,-19,228
23197,52290,52284,52666,-6,376
23198,52290,52329,52674,39,384
23199,52290,52336,52637,46,347
23200,52350,52338,52656,-12,306
23201,52350,52340,52687,-10,337
23202,52350,52348,53680,-2,1330
23203,52350,52366,52693,16,343
23204,52350,52372,52703,22,353
23205,52350,52375,52717,25,367
23206,52350,52382,52718,32,368
23207,52350,52392,52729,42,379
23208,52410,52395,52735,-15,325
23209,52410,52404,52741,-6,331
23210,52410,52435,52756,25,346
23211,52470,52623,52748,153,278
23212,52530,52624,52766,94,236
23213,52530,52627,52766,97,236
23214,52530,52631,52852,101,322
23215,52530,52634,52828,104,298
23216,52530,52636,52835,106,305
23217,52530,52637,52840,107,310
23218,52530,52638,52856,108,326
23219,52590,52640,52864,50,274
23220,52590,52641,52928,51,338
23221,52590,52643,52914,53,324
23222,52590,52650,52913,60,323
23223,52590,52650,53027,60,437
23224,52650,52654,53399,4,749
