name,come,wait,begin,finish
doc615,1864.2840988012622,1.6020915491203596,1865.8861903503825,1868.978558828369
doc616,1869.4866352159158,1.59649315596198,1871.0831283718778,1878.369889421681
doc618,1876.8675874617147,0.16097368959617597,1877.028561151311,1881.6570388267305
doc619,1879.2377490480906,1531.0257987380326,3410.263547786123,3416.10967243716
doc617,1879.977840910521,0.9377997354406489,1880.9156406459617,1884.903566997603
doc620,1883.4830814560255,1608.9960886477015,3492.479170103727,3499.5492167241787
doc621,1885.5367334981536,5.990588412834541,1891.5273219109881,1898.1287441846096
doc622,1885.6840069335187,5.170716277744077,1890.8547232112628,1905.4032500963503
doc624,1894.287008852713,24.12945194505619,1918.416460797769,1923.4208672549555
doc623,1894.698647899738,0.7787974996131197,1895.4774453993512,1911.7129821359806
doc626,1897.9209339150277,0.20781026958184157,1898.1287441846096,1962.1762963083795
doc625,1898.856070908558,1.1553609675063399,1900.0114318760643,1909.8921915034439
doc627,1901.4457006703362,3.9575494260141113,1905.4032500963503,1918.416460797769
doc628,1905.9932893600142,5.71969277596645,1911.7129821359806,1940.4457847045219
doc630,1909.4330222340125,0.45916926943141334,1909.8921915034439,1922.0304150408072
doc629,1911.7422841895864,1102.5258243138678,3014.268108503454,3017.502733524632
doc632,1916.3280623118687,1856.2991099335384,3772.627172245407,3778.8545121533475
doc633,1919.4664518736436,2.5639631671635925,1922.0304150408072,1953.741516748326
doc631,1920.1544248522234,1497.9307776422213,3418.0852024944447,3426.901377795958
doc634,1921.8246151579647,1.5962520969908383,1923.4208672549555,1935.6815508797893
doc635,1923.926958614074,912.1251155132904,2836.0520741273644,2839.0892573360097
doc636,1927.5591930854584,8.12235779433081,1935.6815508797893,1972.652573141398
doc637,1928.8385123977623,75.29269118660159,2004.131203584364,2010.535190390467
doc639,1930.4123312901572,300.7202951052916,2231.132626395449,2291.2230221207615
doc640,1932.6489730703154,377.5632847711129,2310.2122578414283,2326.676859556715
doc638,1935.2169864312305,1486.6110646352522,3421.8280510664827,3429.225845888512
doc641,1937.7040598284257,2.741724876096214,1940.4457847045219,1960.957627759574
doc644,1938.975135000114,57.79399030976697,1996.769125309881,2002.44883517677
doc646,1942.0908845348215,15.755610761066237,1957.8464952958877,1966.7594323867163
doc647,1945.5575275649467,21.20190482176963,1966.7594323867163,1993.6894679035572
doc650,1948.2381629262143,12.71946483335978,1960.957627759574,1981.171709396055
doc645,1949.01144783748,437.15140278564263,2386.1628506231227,2407.2363742601024
doc653,1950.8169321409566,2.9245846073692974,1953.741516748326,1957.8464952958877
doc648,1951.1185717329502,21.53400140844792,1972.652573141398,1982.3010194667258
doc651,1953.2462758290974,27.92543356695751,1981.171709396055,1984.5561284659202
doc652,1955.392212138323,33.293200905849744,1988.6854130441727,2004.131203584364
doc655,1957.8892135998765,4.287082708503021,1962.1762963083795,1991.6648818985566
doc657,1960.5287859655562,21.772233501169694,1982.3010194667258,1996.769125309881
doc649,1961.1581637797237,23.397964686196474,1984.5561284659202,1988.6854130441727
doc660,1963.3448790105997,384.1385430513262,2347.483422061926,2373.1031787731313
doc642,1964.1737797471162,574.8614978043422,2539.0352775514584,2545.9217902151167
doc659,1967.9247215168543,887.3205803671053,2855.2453018839597,2863.1224305967853
doc654,1969.1666126416333,646.3406808122029,2615.507293453836,2639.358439848992
doc656,1970.8735841471753,947.0406766581223,2917.9142608052975,2924.202955257923
doc658,1971.716894736904,1396.0219144746145,3367.7388092115184,3377.2548470472193
doc643,1973.6045010000687,1514.4620509229273,3488.066551922996,3504.967449237525
doc661,1974.519879117993,1648.2107529195516,3622.7306320375446,3648.0904047084127
doc664,1976.627074112376,15.037807786180565,1991.6648818985566,2009.5551207959184
doc663,1977.6221418469308,32.913048543536206,2010.535190390467,2043.766539335111
doc662,1979.4891286014029,1865.6596864254564,3845.148815026859,3854.6984744699616
doc665,1980.4803216748248,63.286217660286184,2043.766539335111,2049.4578903307884
doc666,1984.563729550215,623.444163310556,2608.007892860771,2615.611281935959
doc667,1986.8068594257682,62.65103090502021,2049.4578903307884,2066.061863681254
doc668,1993.0720198165307,0.6174480870265597,1993.6894679035572,2010.3272280929948
doc669,1996.1118786871139,52.485837551446366,2048.59771623856,2052.9620134780694
doc670,1997.9265936037602,4.522241573009751,2002.44883517677,2041.4625700294662
doc672,2008.4566645897105,1.870563503284302,2010.3272280929948,2026.920506474461
doc671,2009.4798461589328,0.07527463698556858,2009.5551207959184,2036.5170879049401
doc674,2011.1398608563818,15.780645618079234,2026.920506474461,2055.5716952477046
doc675,2013.8286536333594,27.15072966527987,2040.9793832986393,2047.9949452592843
doc673,2018.2809922619824,355.1515349240278,2373.4325271860102,2376.599753367769
doc677,2033.3950957675524,623.7231303027816,2657.118226070334,2669.1427463582127
doc678,2035.53184523432,0.9852426706202095,2036.5170879049401,2040.9793832986393
doc679,2037.5833833519864,3.8791866774797654,2041.4625700294662,2048.59771623856
doc676,2037.8368469923632,1632.516767478029,3670.353614470392,3686.0812920260946
doc680,2041.551856506398,1543.884365073587,3585.436221579985,3611.833582443969
doc682,2046.010098113052,1.9848471462323687,2047.9949452592843,2052.064982612098
doc681,2048.8592195203355,817.3248285098034,2866.184048030139,2875.472263187407
doc683,2050.711040548658,1.3539420634401722,2052.064982612098,2067.0404440966113
doc686,2052.1047643816123,0.8572490964570534,2052.9620134780694,2065.040000122071
doc687,2053.2860947033673,2.285600544337285,2055.5716952477046,2059.819777619976
doc684,2056.489893241607,3.3298843783686607,2059.819777619976,2080.7886401338883
doc692,2061.8876293965786,3.1523707254923465,2065.040000122071,2069.881644420097
doc685,2063.331058926662,6.550585493434937,2069.881644420097,2091.2089944720806
doc693,2064.1880095982438,1.8738540830104284,2066.061863681254,2088.101749312871
doc691,2066.46935138759,0.5710927090212863,2067.0404440966113,2092.985910000143
doc696,2066.728686191936,27.79366159194251,2094.5223477838786,2106.0266734248703
doc699,2073.111944580893,18.097049891187453,2091.2089944720806,2111.008545966795
doc700,2080.67763733807,0.11100279581842187,2080.7886401338883,2099.650250680273
doc698,2084.57609303088,3.525656281990905,2088.101749312871,2094.5223477838786
doc689,2087.3590781012144,89.22516979946795,2176.5842479006824,2206.2594677081433
doc702,2092.5592572241876,0.4266527759555174,2092.985910000143,2098.607189252298
doc695,2093.239440625597,135.44067401996244,2228.6801146455596,2248.64816275618
