name,come,wait,begin,finish
doc02,22.11226160142081,0.0,22.11226160142081,25.18701176517027
doc01,26.614751694847286,0.0,26.614751694847286,38.63645506998212
doc06,30.585912411266815,0.0,30.585912411266815,35.33548340827114
doc00,33.29475325888992,0.0,33.29475325888992,50.70494455548115
doc04,33.6390991048579,0.0,33.6390991048579,41.64031399235209
doc07,36.08442173024643,0.0,36.08442173024643,40.61814225275934
doc11,41.2035740147645,0.0,41.2035740147645,45.01825748494759
doc03,43.82871726953483,0.0,43.82871726953483,58.48084910201914
doc05,46.957420162412625,0.0,46.957420162412625,52.32780434840796
doc08,54.32227496105011,0.0,54.32227496105011,63.37097433091732
doc12,57.299089357231196,0.0,57.299089357231196,68.79029416856272
doc10,58.27148651610311,0.0,58.27148651610311,76.15758971197684
doc15,73.81325621607834,0.0,73.81325621607834,99.20120833075782
doc18,77.42171479124745,0.0,77.42171479124745,82.81244001178422
doc09,83.6859015629303,0.0,83.6859015629303,119.38826471578011
doc14,89.74654071764098,0.0,89.74654071764098,97.95160734585346
doc23,93.38469809658451,0.0,93.38469809658451,99.55267805172944
doc19,105.23721344907806,0.0,105.23721344907806,133.88024509494912
doc24,113.49436713166426,0.0,113.49436713166426,118.46919836418385
doc26,118.03773904729321,0.0,118.03773904729321,136.1588800796397
doc27,128.35288763642498,0.0,128.35288763642498,144.63664574871152
doc13,140.59319066932704,0.0,140.59319066932704,225.34955441633977
doc31,141.0009342994017,0.0,141.0009342994017,170.7858399069218
doc17,147.80311126339907,0.0,147.80311126339907,232.25312895964922
doc38,149.24033301600915,0.0,149.24033301600915,169.3560083973313
doc44,160.04564184889333,10.740198058028483,170.7858399069218,178.42061734380448
doc39,160.60440623949773,96.50795338419903,257.11235962369676,268.33611294919115
doc45,163.7423015877841,5.613706809547182,169.3560083973313,184.54197640190674
doc40,174.22311936948861,4.197497974315866,178.42061734380448,204.7297109385102
doc53,175.5264488329648,52.809978011070115,228.33642684403492,236.36439376762368
doc48,184.21564504872842,0.3263313531783183,184.54197640190674,204.20428118619287
doc55,186.58155690454308,49.782836863080604,236.36439376762368,245.8805366910145
doc50,187.90089284494331,16.30338834124956,204.20428118619287,228.33642684403492
doc54,193.33552681555173,52.6991872587092,246.03471407426093,251.6291911271222
doc52,198.59246986692648,53.03672126019572,251.6291911271222,257.11235962369676
doc36,198.69448558650723,47.18605110450727,245.8805366910145,292.60745356051143
doc51,201.30078594533117,47.83126664833091,249.13205259366208,258.208485847098
doc57,202.56963027755913,2.160080660951081,204.7297109385102,218.96992085284842
doc37,205.00721187317308,63.32890107601807,268.33611294919115,276.97017169528425
doc58,208.7049597988743,10.264961053974105,218.96992085284842,243.75148855538848
doc49,210.80052444657926,58.0454073446443,268.84593179122356,276.5092423524734
doc62,215.7217596425717,9.627794773768073,225.34955441633977,241.4682675691436
doc64,218.32796143478146,25.42352712060702,243.75148855538848,249.13205259366208
doc67,218.90296906464886,17.741367078547114,236.64433614319597,246.03471407426093
doc43,221.272554063905,55.697617631379245,276.97017169528425,283.2786026650765
doc70,222.58362130896248,35.62486453813554,258.208485847098,267.0498267759595
doc72,229.16323744795147,3.0898915116977435,232.25312895964922,236.64433614319597
doc56,231.81113296941362,56.43907761283316,288.2502105822468,294.8995105927479
doc25,234.9706379119598,42.21207939032686,277.1827173022867,288.2502105822468
doc76,239.84536251957135,1.622905049572239,241.4682675691436,253.98599554915089
doc59,242.3326157203573,193.2665488481074,435.5991645684647,452.8642347651267
doc74,245.29580151891747,63.20093794707293,308.4967394659904,322.58482557276153
doc73,246.19252522781562,7.793470321335263,253.98599554915089,268.84593179122356
doc75,248.94069606542166,684.5192629426399,933.4599590080616,937.9078836910364
doc16,250.7739252225317,335.2091043243804,585.9830295469121,597.7547699525671
doc66,261.4866374102127,181.27849852745874,442.76513593767146,463.20531821846
doc79,266.36935340806116,0.6804733678983439,267.0498267759595,277.1827173022867
doc80,272.85587221259533,3.6533701398780636,276.5092423524734,297.2355205141265
doc77,272.9286641642145,15.78764020655882,288.71630437077334,328.154130060781
doc83,282.2982124792271,0.9803901858493873,283.2786026650765,288.71630437077334
doc81,288.73223503804536,8.503285476081146,297.2355205141265,300.6093360976362
doc78,291.1199393880198,1.4875141724916148,292.60745356051143,332.01164316315857
doc89,293.75916193703347,1.1403486557144333,294.8995105927479,308.4967394659904
doc86,298.36671322396137,2.2426228736748044,300.6093360976362,319.1942737705373
doc84,309.80723303091025,29.515717774016707,339.32295080492696,376.0067013434063
doc85,314.4584701006582,4.73580366987909,319.1942737705373,361.3509354872666
doc98,321.0800267426039,1.5047988301576538,322.58482557276153,342.2130454356953
doc91,324.85420206443604,3.299927996344934,328.154130060781,334.90210211774166
doc102,326.0940754348762,5.917567728282393,332.01164316315857,339.32295080492696
doc94,331.8396039768838,3.0624981408578833,334.90210211774166,351.901081429812
doc100,334.4270724219433,26.463862461606993,360.8909348835503,365.70374283480754
doc106,340.9992945844882,1.2137508512070667,342.2130454356953,360.8909348835503
doc103,344.823077380372,24.161366310633014,368.984443691005,376.9709610162758
doc93,347.01416957683784,35.11663815155987,382.1308077283977,387.8459459205199
doc109,351.30365194726903,0.5974294825429638,351.901081429812,363.3976481021476
doc117,353.3394546435638,12.364288191243759,365.70374283480754,368.984443691005
doc105,357.68034201935586,52.81029453497297,410.49063655432883,426.3897406569
doc90,361.3018552237434,0.04908026352319439,361.3509354872666,410.49063655432883
doc114,361.35747897941496,2.0401691227326637,363.3976481021476,376.7986943457768
doc119,364.5851869296824,11.421514413723912,376.0067013434063,382.1308077283977
