name,come,wait,begin,finish,t_relax_time
doc309,897.3209249082204,0.0,897.3209249082204,900.7420400145764,79.27285867504631
doc310,898.9527902696899,0.0,898.9527902696899,902.3403230976357,71.21629377671216
doc311,900.3022515373378,0.4397884772386078,900.7420400145764,906.6027642001272,77.18190334658277
doc312,905.7667622406548,0.0,905.7667622406548,909.184311436465,78.80777536744229
doc313,908.6131165759277,0.0,908.6131165759277,913.9195379263318,78.07505209488677
doc314,908.6435434876415,0.5407679488234862,909.184311436465,916.4589075192467,82.74833086903695
doc315,916.8041067858487,0.0,916.8041067858487,920.342664255852,78.16378688176736
doc316,921.3446080514396,0.0,921.3446080514396,937.3955923362631,70.14987880386923
doc317,921.5618656185286,0.0,921.5618656185286,927.1806148522088,87.43345044218876
doc318,923.4339820832633,26.575085567832275,950.0090676510956,954.8718091282403,84.19899099222123
doc319,925.1528201720191,2.027794680189686,927.1806148522088,930.4290139472622,80.68587190863944
doc320,927.6708060545768,27.201003073663514,954.8718091282403,962.3394637839323,85.58857587378074
doc321,927.996369029327,5.60769632031861,933.6040653496456,938.1433126380854,83.84378701795791
doc322,928.4655555379123,1.9634584093498688,930.4290139472622,933.6040653496456,78.4100527973878
doc323,930.2799159233107,50.559406365407085,980.8393222887178,984.6052286455201,88.85624979004005
doc324,934.2217199136991,3.1738724225640453,937.3955923362631,943.0013568551387,80.99202501367633
doc325,934.2252676039509,38.25441819543926,972.4796857993902,980.0162128067293,85.93497145920227
doc326,935.8877245630891,40.972722340892005,976.8604469039811,980.8393222887178,88.70285403847376
doc327,937.4151618678842,0.7281507702011822,938.1433126380854,941.0954663552336,76.00003137554863
doc328,937.4304311398103,3.6650352154233587,941.0954663552336,947.5212008967694,79.17195116173407
doc329,939.7188190931984,7.802381803571052,947.5212008967694,951.5694522644901,82.0275045702662
doc330,942.4431010410684,0.5582558140703213,943.0013568551387,950.0090676510956,80.77177017112122
doc331,944.656679659741,10.15933550738714,954.8160151671282,958.3156659330048,85.16225010336908
doc332,951.4163494452115,0.15310281927861524,951.5694522644901,954.8160151671282,82.12764750833226
doc333,955.6226697824577,6.716794001474568,962.3394637839323,964.5165375756304,82.01095525998991
doc334,956.0852575031237,2.230408429881095,958.3156659330048,966.9093270123004,80.67944519445403
doc335,963.2560517430472,1.2604858325831856,964.5165375756304,969.3304934807018,79.95795043940355
doc336,963.5835835771153,10.796822257285953,974.3804058344012,976.8604469039811,88.39002298998045
doc337,964.0589856821524,2.8503413301480123,966.9093270123004,969.2048176285612,80.95243126106773
doc338,967.4357609370434,1.8947325436583924,969.3304934807018,974.3804058344012,80.65457007713266
doc339,968.73709818197,0.4677194465911043,969.2048176285612,972.4796857993902,76.24539205246941
doc340,977.9492027840341,2.0670100226951718,980.0162128067293,982.0957062587044,65.54020327767057
doc341,983.0484569200031,0.0,983.0484569200031,985.410991135963,71.25598587229437
doc342,986.4137876452712,0.0,986.4137876452712,988.757275031619,71.49403747351812
doc343,990.2884054487597,0.0,990.2884054487597,1002.1193117730958,72.13910170837354
doc344,991.463410955117,0.0,991.463410955117,994.480017100487,90.27096485398032
doc345,992.8735087659455,1.606508334541445,994.480017100487,997.2418996880048,72.40543758852982
doc346,995.0298488540946,2.2120508339102116,997.2418996880048,1000.4706616067757,82.14723079555637
doc347,999.0147665258394,1.4558950809363296,1000.4706616067757,1010.2798383160664,73.32513224581184
doc348,1002.750252141546,0.0,1002.750252141546,1013.0154844896246,75.29597921152521
doc349,1003.0635810046764,36.52590585617861,1039.589486860855,1042.1897541347632,84.72437777786921
doc350,1004.4908343488952,11.662960148204547,1016.1537944970997,1024.0130392075425,84.4419479468577
doc351,1008.2989338147463,1.980904501320083,1010.2798383160664,1014.0674427622515,82.42992938036029
doc352,1010.554389355481,3.5130534067704957,1014.0674427622515,1016.1537944970997,82.21846617936099
doc353,1011.51070019902,1.5047842906045616,1013.0154844896246,1015.6574351999727,73.98622423138322
doc354,1012.941786261555,27.10484516062786,1040.0466314221828,1044.7642094568753,85.04739792176224
doc355,1014.8922972256651,0.7651379743076632,1015.6574351999727,1018.6725664763426,81.20518340977809
doc356,1016.1606288614059,2.5119376149366417,1018.6725664763426,1021.4063078695101,78.21312271222301
doc357,1018.7491079268722,9.948000199733201,1028.6971081266054,1034.583908524681,79.20175063257811
doc358,1020.5133015579652,3.499737649577355,1024.0130392075425,1028.6971081266054,77.92423334255217
doc359,1021.2189331653218,0.1873747041883007,1021.4063078695101,1025.963925830372,74.6009453087508
doc360,1023.2410933161368,13.85298030902095,1037.0940736251578,1039.589486860855,82.45622858214522
doc361,1025.3338052000342,0.6301206303378422,1025.963925830372,1029.6872128881298,78.60142385835712
doc362,1025.4289924998282,19.523138213679886,1044.952130713508,1054.050073920641,86.94620484538919
doc363,1027.2920412718126,7.173690700965608,1034.4657319727783,1036.4820263604538,80.61815143012916
doc364,1027.6977390613856,8.784287299068183,1036.4820263604538,1040.0466314221828,81.30020490479873
doc365,1029.144564768431,0.542648119698697,1029.6872128881298,1034.4657319727783,77.20634860558509
doc366,1030.5857499179801,3.9981586067008266,1034.583908524681,1037.0940736251578,80.75034459374749
doc367,1041.4393395219602,0.7504146128030698,1042.1897541347632,1044.952130713508,80.40355931043281
doc368,1042.2621289487242,2.502080508151039,1044.7642094568753,1053.3922450983962,77.08699321336518
doc369,1045.621266474097,7.770978624299232,1053.3922450983962,1062.4998015638344,80.20024463106725
doc370,1051.0716623072997,2.9784116133412226,1054.050073920641,1058.7042161152685,80.47443432669908
doc371,1053.2078457266064,23.90633865761697,1077.1141843842233,1085.415144476637,82.03796395978347
doc372,1055.2519372876181,3.452278827650389,1058.7042161152685,1062.776312883368,71.29684243202924
doc373,1055.3137744986163,7.186027065218013,1062.4998015638344,1065.3399690502006,76.1403104893115
doc374,1057.571560314115,7.768408736085576,1065.3399690502006,1069.465444284981,78.25087517993012
doc375,1061.3494678534876,1.4268450298804964,1062.776312883368,1066.1582554630986,77.66188656229835
doc376,1061.4755059029167,7.3277629473793695,1068.803268850296,1075.0760112434473,81.22602504694909
doc377,1062.3657627866585,23.380805474123235,1085.7465682607817,1088.1953539510573,88.5289440540229
doc378,1065.9708845061655,0.18737095693313677,1066.1582554630986,1068.803268850296,76.1594813711569
doc379,1066.8319753325027,11.384907469809832,1078.2168828023125,1085.7465682607817,85.47139931557014
doc380,1069.0335330229257,0.4319112620553369,1069.465444284981,1073.8145851707272,76.6461906391892
doc381,1071.6826176461852,3.3933935972620475,1075.0760112434473,1078.2168828023125,80.44763118191715
doc382,1073.4123054492038,0.4022797215234277,1073.8145851707272,1077.1141843842233,71.48867402990817
doc383,1080.2896090102254,5.12553546641152,1085.415144476637,1089.5570648226246,78.02587446484502
doc384,1086.967532943867,1.227821007190414,1088.1953539510573,1090.9609536132607,77.45134888231222
doc385,1087.960452637901,1.5966121847236536,1089.5570648226246,1094.018429417748,80.36068472658394
doc386,1090.2824998391056,0.6784537741550594,1090.9609536132607,1094.10718354897,82.03044101102793
doc387,1091.661925566179,2.445257982790963,1094.10718354897,1098.763048392492,85.69620365522022
doc388,1092.3002917621036,1.718137655644341,1094.018429417748,1097.2751420945267,80.68971068831033
doc389,1094.3484585071674,4.414589885324631,1098.763048392492,1102.815696821351,77.94983382956275
doc390,1094.4082880350413,13.755243299106496,1108.1635313341478,1115.3054807930237,89.28226510725577
doc391,1094.466481404713,6.778325304617965,1101.244806709331,1103.2493080732136,83.64126473334579
doc392,1096.7181958637586,0.5569462307680624,1097.2751420945267,1101.244806709331,76.65664499588362
doc393,1101.5072870416711,6.652368608094093,1108.1596556497652,1111.503769586353,75.88908215058339
doc394,1102.351290523757,0.464406297593996,1102.815696821351,1108.1635313341478,75.47664677069248
doc395,1103.0508660953071,0.19844197790644102,1103.2493080732136,1108.1596556497652,74.5303891972211
doc396,1108.8203580395273,6.485122753496398,1115.3054807930237,1118.8956251939785,74.59022625793449
doc397,1108.920350239798,2.583419346555047,1111.503769586353,1118.5423299470744,71.56878428499165
doc398,1112.524208469931,6.018121477143495,1118.5423299470744,1121.3996086391041,77.33509501300392
